"assignment","user","typeid","type","stepid","step","updatedon"
2222,User_149,3,Submission,2,Comparison,2022-06-22 18:53:54
2223,User_149,1,Current,1,Analysis,2022-06-22 19:10:15
2223,User_149,3,Submission,1,Analysis,2022-06-22 19:10:27
2224,User_149,1,Current,1,Analysis,2022-06-22 19:16:39
2224,User_149,3,Submission,1,Analysis,2022-06-22 19:16:42
2224,User_149,1,Current,2,Comparison,2022-06-22 19:18:14
2225,User_149,1,Current,1,Analysis,2022-06-22 19:21:06
2225,User_149,3,Submission,1,Analysis,2022-06-22 19:21:12
2226,User_149,1,Current,1,Analysis,2022-06-22 19:28:04
2226,User_149,3,Submission,1,Analysis,2022-06-22 19:28:09
2225,User_149,1,Current,2,Comparison,2022-06-22 20:20:29
2226,User_149,1,Current,2,Comparison,2022-06-22 19:30:15
2227,User_149,1,Current,1,Analysis,2022-06-22 19:32:05
2227,User_149,3,Submission,1,Analysis,2022-06-22 19:32:10
2227,User_149,1,Current,2,Comparison,2022-06-22 19:34:18
2228,User_149,1,Current,1,Analysis,2022-06-22 19:36:23
2228,User_149,3,Submission,1,Analysis,2022-06-22 19:36:26
2228,User_149,1,Current,2,Comparison,2022-06-22 19:39:50
2229,User_149,1,Current,1,Analysis,2022-06-22 19:41:46
2229,User_149,3,Submission,1,Analysis,2022-06-22 19:41:49
2229,User_149,1,Current,2,Comparison,2022-06-22 19:44:18
2230,User_149,1,Current,1,Analysis,2022-06-22 19:45:45
2230,User_149,3,Submission,1,Analysis,2022-06-22 19:45:55
2230,User_149,1,Current,2,Comparison,2022-06-22 19:47:32
2231,User_149,1,Current,1,Analysis,2022-06-22 19:50:45
2233,User_149,3,Submission,1,Analysis,2022-06-22 20:06:31
2231,User_149,3,Submission,1,Analysis,2022-06-22 19:50:49
2233,User_149,1,Current,1,Analysis,2022-06-22 20:06:27
2232,User_149,1,Current,1,Analysis,2022-06-22 19:59:52
2232,User_149,3,Submission,1,Analysis,2022-06-22 19:59:55
2232,User_149,1,Current,2,Comparison,2022-06-22 20:04:51
2231,User_149,1,Current,2,Comparison,2022-06-22 23:30:13
2233,User_149,1,Current,2,Comparison,2022-06-22 20:13:26
2223,User_149,1,Current,2,Comparison,2022-06-22 20:16:13
2234,User_149,1,Current,1,Analysis,2022-06-22 20:31:57
2234,User_149,3,Submission,1,Analysis,2022-06-22 20:32:01
2234,User_149,1,Current,2,Comparison,2022-06-22 20:36:08
2232,User_149,3,Submission,2,Comparison,2022-06-22 20:42:59
2223,User_149,3,Submission,2,Comparison,2022-06-22 20:43:12
2224,User_149,3,Submission,2,Comparison,2022-06-22 20:43:25
2225,User_149,3,Submission,2,Comparison,2022-06-22 20:43:37
2226,User_149,3,Submission,2,Comparison,2022-06-22 20:43:48
2268,User_153,1,Current,2,Comparison,2022-06-23 23:28:45
2286,User_108,3,Submission,1,Analysis,2022-06-24 19:19:33
2227,User_149,3,Submission,2,Comparison,2022-06-22 20:44:09
2228,User_149,3,Submission,2,Comparison,2022-06-22 20:44:26
2229,User_149,3,Submission,2,Comparison,2022-06-22 20:44:35
2230,User_149,3,Submission,2,Comparison,2022-06-22 20:44:50
2233,User_149,3,Submission,2,Comparison,2022-06-22 20:45:21
2234,User_149,3,Submission,2,Comparison,2022-06-22 20:45:30
2231,User_149,3,Submission,2,Comparison,2022-06-22 23:30:40
2235,User_357,3,Submission,1,Analysis,2022-06-23 01:04:11
2235,User_357,1,Current,2,Comparison,2022-06-23 01:04:11
2235,User_357,3,Submission,2,Comparison,2022-06-23 01:10:19
2236,User_357,3,Submission,1,Analysis,2022-06-23 01:13:17
2236,User_357,1,Current,2,Comparison,2022-06-23 01:13:17
2236,User_357,3,Submission,2,Comparison,2022-06-23 01:17:44
2237,User_357,3,Submission,1,Analysis,2022-06-23 01:19:07
2237,User_357,1,Current,2,Comparison,2022-06-23 01:19:07
2237,User_357,3,Submission,2,Comparison,2022-06-23 01:23:54
2238,User_357,3,Submission,1,Analysis,2022-06-23 01:25:09
2238,User_357,1,Current,2,Comparison,2022-06-23 01:29:48
2239,User_357,3,Submission,1,Analysis,2022-06-23 01:33:08
2239,User_357,1,Current,2,Comparison,2022-06-23 01:39:34
2240,User_357,3,Submission,1,Analysis,2022-06-23 01:41:24
2240,User_357,1,Current,2,Comparison,2022-06-23 01:41:35
2242,User_357,3,Submission,1,Analysis,2022-06-23 01:45:53
2242,User_357,1,Current,2,Comparison,2022-06-23 01:45:53
2242,User_357,3,Submission,2,Comparison,2022-06-23 01:47:07
2243,User_357,3,Submission,1,Analysis,2022-06-23 01:52:55
2243,User_357,1,Current,2,Comparison,2022-06-23 01:52:55
2243,User_357,3,Submission,2,Comparison,2022-06-23 01:56:30
2244,User_306,1,Current,1,Analysis,2022-06-23 16:25:28
2244,User_306,3,Submission,1,Analysis,2022-06-23 16:27:20
2244,User_306,1,Current,2,Comparison,2022-06-23 16:27:20
2244,User_306,3,Submission,2,Comparison,2022-06-23 16:31:01
2245,User_306,3,Submission,1,Analysis,2022-06-23 16:33:40
2245,User_306,1,Current,2,Comparison,2022-06-23 16:33:40
2245,User_306,3,Submission,2,Comparison,2022-06-23 16:34:39
2246,User_306,3,Submission,1,Analysis,2022-06-23 16:36:35
2246,User_306,1,Current,2,Comparison,2022-06-23 16:36:35
2246,User_306,3,Submission,2,Comparison,2022-06-23 16:38:57
2247,User_306,3,Submission,1,Analysis,2022-06-23 16:41:11
2247,User_306,1,Current,2,Comparison,2022-06-23 16:41:11
2247,User_306,3,Submission,2,Comparison,2022-06-23 16:43:14
2248,User_306,3,Submission,1,Analysis,2022-06-23 16:45:33
2248,User_306,1,Current,2,Comparison,2022-06-23 16:45:33
2248,User_306,3,Submission,2,Comparison,2022-06-23 16:48:22
2249,User_347,1,Current,1,Analysis,2022-06-23 19:45:06
2249,User_347,3,Submission,1,Analysis,2022-06-23 19:45:27
2249,User_347,1,Current,2,Comparison,2022-06-23 19:45:27
2255,User_347,3,Submission,1,Analysis,2022-06-23 20:40:22
2249,User_347,3,Submission,2,Comparison,2022-06-23 19:48:57
2292,User_203,3,Submission,1,Analysis,2022-06-24 20:08:05
2250,User_347,1,Current,1,Analysis,2022-06-23 20:00:36
2261,User_347,1,Current,2,Comparison,2022-06-23 21:14:45
2283,User_108,1,Current,2,Comparison,2022-06-24 19:05:26
2250,User_347,3,Submission,1,Analysis,2022-06-23 20:00:48
2267,User_153,1,Current,2,Comparison,2022-06-23 23:22:09
2250,User_347,1,Current,2,Comparison,2022-06-23 20:04:47
2284,User_108,3,Submission,1,Analysis,2022-06-24 19:11:05
2284,User_108,1,Current,2,Comparison,2022-06-24 19:11:05
2250,User_347,3,Submission,2,Comparison,2022-06-23 20:04:56
2251,User_347,1,Current,1,Analysis,2022-06-23 20:09:42
2251,User_347,3,Submission,1,Analysis,2022-06-23 20:09:45
2251,User_347,1,Current,2,Comparison,2022-06-23 20:12:03
2251,User_347,3,Submission,2,Comparison,2022-06-23 20:12:08
2252,User_347,1,Current,1,Analysis,2022-06-23 20:14:05
2252,User_347,3,Submission,1,Analysis,2022-06-23 20:14:10
2440,User_145,1,Current,2,Comparison,2022-06-29 14:12:02
2252,User_347,1,Current,2,Comparison,2022-06-23 20:24:42
2252,User_347,3,Submission,2,Comparison,2022-06-23 20:24:45
2253,User_347,1,Current,1,Analysis,2022-06-23 20:25:43
2253,User_347,3,Submission,1,Analysis,2022-06-23 20:25:49
2253,User_347,1,Current,2,Comparison,2022-06-23 20:30:42
2253,User_347,3,Submission,2,Comparison,2022-06-23 20:30:59
2284,User_108,3,Submission,2,Comparison,2022-06-24 19:13:13
2295,User_150,1,Current,2,Comparison,2022-06-24 20:10:03
2254,User_347,1,Current,1,Analysis,2022-06-23 20:33:08
2254,User_347,3,Submission,1,Analysis,2022-06-23 20:33:13
2254,User_347,1,Current,2,Comparison,2022-06-23 20:38:55
2254,User_347,3,Submission,2,Comparison,2022-06-23 20:38:59
2255,User_347,1,Current,1,Analysis,2022-06-23 20:40:17
2255,User_347,3,Submission,2,Comparison,2022-06-23 20:44:30
2255,User_347,1,Current,2,Comparison,2022-06-23 20:44:27
2256,User_347,1,Current,1,Analysis,2022-06-23 20:45:40
2285,User_108,3,Submission,1,Analysis,2022-06-24 19:15:04
2256,User_347,3,Submission,1,Analysis,2022-06-23 20:45:47
2257,User_347,1,Current,2,Comparison,2022-06-23 20:53:32
2256,User_347,1,Current,2,Comparison,2022-06-23 20:48:13
2256,User_347,3,Submission,2,Comparison,2022-06-23 20:48:17
2257,User_347,1,Current,1,Analysis,2022-06-23 20:52:43
2257,User_347,3,Submission,1,Analysis,2022-06-23 20:52:45
2257,User_347,3,Submission,2,Comparison,2022-06-23 20:53:55
2258,User_347,1,Current,1,Analysis,2022-06-23 20:55:29
2258,User_347,3,Submission,1,Analysis,2022-06-23 20:55:31
2258,User_347,1,Current,2,Comparison,2022-06-23 20:58:34
2258,User_347,3,Submission,2,Comparison,2022-06-23 20:58:40
2259,User_347,1,Current,1,Analysis,2022-06-23 21:01:01
2259,User_347,3,Submission,1,Analysis,2022-06-23 21:01:04
2259,User_347,1,Current,2,Comparison,2022-06-23 21:05:54
2259,User_347,3,Submission,2,Comparison,2022-06-23 21:05:57
2260,User_347,1,Current,1,Analysis,2022-06-23 21:07:37
2260,User_347,3,Submission,1,Analysis,2022-06-23 21:07:39
2260,User_347,1,Current,2,Comparison,2022-06-23 21:13:16
2260,User_347,3,Submission,2,Comparison,2022-06-23 21:13:22
2261,User_347,1,Current,1,Analysis,2022-06-23 21:14:01
2261,User_347,3,Submission,1,Analysis,2022-06-23 21:14:04
2261,User_347,3,Submission,2,Comparison,2022-06-23 21:14:48
2262,User_223,1,Current,1,Analysis,2022-06-23 22:17:55
2262,User_223,3,Submission,1,Analysis,2022-06-23 22:17:59
2264,User_153,1,Current,1,Analysis,2022-06-23 22:47:49
2264,User_153,3,Submission,1,Analysis,2022-06-23 22:47:57
2264,User_153,1,Current,2,Comparison,2022-06-23 22:47:57
2265,User_153,3,Submission,1,Analysis,2022-06-23 22:57:22
2263,User_223,1,Current,1,Analysis,2022-06-23 22:59:58
2263,User_223,3,Submission,1,Analysis,2022-06-23 23:00:01
2263,User_223,1,Current,2,Comparison,2022-06-30 20:03:58
1381,User_223,1,Current,1,Analysis,2022-06-23 23:05:17
2268,User_153,1,Current,1,Analysis,2022-06-23 23:25:46
2268,User_153,3,Submission,1,Analysis,2022-06-23 23:25:49
2265,User_153,1,Current,2,Comparison,2022-06-23 23:05:19
1381,User_223,3,Submission,1,Analysis,2022-06-23 23:05:21
2266,User_153,1,Current,1,Analysis,2022-06-23 23:09:11
2266,User_153,3,Submission,1,Analysis,2022-06-23 23:09:20
2266,User_153,1,Current,2,Comparison,2022-06-23 23:13:33
2267,User_153,1,Current,1,Analysis,2022-06-23 23:16:18
2267,User_153,3,Submission,1,Analysis,2022-06-23 23:16:24
2267,User_153,3,Submission,2,Comparison,2022-06-23 23:22:30
2268,User_153,3,Submission,2,Comparison,2022-06-23 23:28:50
2269,User_153,1,Current,1,Analysis,2022-06-23 23:32:21
2269,User_153,3,Submission,1,Analysis,2022-06-23 23:32:24
2269,User_153,1,Current,2,Comparison,2022-06-23 23:40:35
2271,User_133,1,Current,1,Analysis,2022-06-24 14:51:46
2271,User_133,3,Submission,1,Analysis,2022-06-24 14:52:13
2241,User_357,3,Submission,1,Analysis,2022-06-24 16:56:09
2241,User_357,1,Current,2,Comparison,2022-06-24 16:56:09
2241,User_357,3,Submission,2,Comparison,2022-06-24 17:00:42
2272,User_357,3,Submission,1,Analysis,2022-06-24 17:02:50
2272,User_357,1,Current,2,Comparison,2022-06-24 17:02:50
2272,User_357,3,Submission,2,Comparison,2022-06-24 17:05:54
2273,User_357,3,Submission,1,Analysis,2022-06-24 17:08:20
2273,User_357,1,Current,2,Comparison,2022-06-24 17:08:20
2273,User_357,3,Submission,2,Comparison,2022-06-24 17:10:15
2274,User_357,3,Submission,1,Analysis,2022-06-24 17:14:14
2285,User_108,1,Current,2,Comparison,2022-06-24 19:15:04
2274,User_357,1,Current,2,Comparison,2022-06-24 17:14:14
2274,User_357,3,Submission,2,Comparison,2022-06-24 17:18:42
2238,User_357,3,Submission,2,Comparison,2022-06-24 17:41:46
2240,User_357,3,Submission,2,Comparison,2022-06-24 17:47:16
2239,User_357,3,Submission,2,Comparison,2022-06-24 17:48:58
2275,User_357,3,Submission,1,Analysis,2022-06-24 17:50:33
2275,User_357,1,Current,2,Comparison,2022-06-24 17:50:33
2275,User_357,3,Submission,2,Comparison,2022-06-24 18:11:19
2276,User_108,3,Submission,1,Analysis,2022-06-24 18:40:07
2276,User_108,1,Current,2,Comparison,2022-06-24 18:40:07
2276,User_108,3,Submission,2,Comparison,2022-06-24 18:42:52
2277,User_108,3,Submission,1,Analysis,2022-06-24 18:43:35
2277,User_108,1,Current,2,Comparison,2022-06-24 18:46:41
2277,User_108,3,Submission,2,Comparison,2022-06-24 18:46:45
2278,User_108,3,Submission,1,Analysis,2022-06-24 18:47:39
2278,User_108,1,Current,2,Comparison,2022-06-24 18:47:39
2278,User_108,3,Submission,2,Comparison,2022-06-24 18:51:05
2279,User_108,3,Submission,1,Analysis,2022-06-24 18:51:58
2279,User_108,1,Current,2,Comparison,2022-06-24 18:51:58
2279,User_108,3,Submission,2,Comparison,2022-06-24 18:54:17
2280,User_108,3,Submission,1,Analysis,2022-06-24 18:55:04
2280,User_108,1,Current,2,Comparison,2022-06-24 18:55:04
2280,User_108,3,Submission,2,Comparison,2022-06-24 18:58:43
2281,User_108,3,Submission,1,Analysis,2022-06-24 18:59:33
2281,User_108,1,Current,2,Comparison,2022-06-24 18:59:33
2281,User_108,3,Submission,2,Comparison,2022-06-24 19:01:31
2282,User_108,3,Submission,1,Analysis,2022-06-24 19:02:25
2282,User_108,1,Current,2,Comparison,2022-06-24 19:02:25
2282,User_108,3,Submission,2,Comparison,2022-06-24 19:04:34
2283,User_108,3,Submission,1,Analysis,2022-06-24 19:05:26
2283,User_108,3,Submission,2,Comparison,2022-06-24 19:10:17
2285,User_108,3,Submission,2,Comparison,2022-06-24 19:18:33
2286,User_108,1,Current,2,Comparison,2022-06-24 19:19:33
2286,User_108,3,Submission,2,Comparison,2022-06-24 19:24:30
2287,User_108,3,Submission,1,Analysis,2022-06-24 19:25:29
2287,User_108,1,Current,2,Comparison,2022-06-24 19:31:54
2292,User_203,1,Current,2,Comparison,2022-06-24 20:08:05
2292,User_203,3,Submission,2,Comparison,2022-06-24 20:12:27
1372,User_150,3,Submission,2,Comparison,2022-06-24 19:43:50
2289,User_150,1,Current,1,Analysis,2022-06-24 19:46:01
2289,User_150,3,Submission,1,Analysis,2022-06-24 19:46:10
2289,User_150,1,Current,2,Comparison,2022-06-24 19:46:10
2288,User_203,1,Current,1,Analysis,2022-06-24 19:48:12
2288,User_203,3,Submission,1,Analysis,2022-06-24 19:49:56
2288,User_203,1,Current,2,Comparison,2022-06-24 19:53:53
2288,User_203,3,Submission,2,Comparison,2022-06-24 19:54:14
2290,User_203,1,Current,1,Analysis,2022-06-24 19:57:37
2289,User_150,3,Submission,2,Comparison,2022-06-24 19:57:39
2290,User_203,3,Submission,1,Analysis,2022-06-24 19:58:13
2271,User_133,3,Submission,2,Comparison,2022-06-24 20:08:38
2291,User_150,3,Submission,1,Analysis,2022-06-24 19:59:50
2291,User_150,1,Current,2,Comparison,2022-06-24 19:59:50
2290,User_203,1,Current,2,Comparison,2022-06-24 20:02:12
2290,User_203,3,Submission,2,Comparison,2022-06-24 20:02:25
2287,User_108,3,Submission,2,Comparison,2022-06-24 20:02:45
2291,User_150,3,Submission,2,Comparison,2022-06-24 20:03:16
2295,User_150,3,Submission,1,Analysis,2022-06-24 20:10:03
2293,User_108,3,Submission,1,Analysis,2022-06-24 20:03:44
2293,User_108,1,Current,2,Comparison,2022-06-24 20:03:44
2293,User_108,3,Submission,2,Comparison,2022-06-24 20:04:45
2294,User_150,3,Submission,1,Analysis,2022-06-24 20:05:31
2294,User_150,1,Current,2,Comparison,2022-06-24 20:05:31
2292,User_203,1,Current,1,Analysis,2022-06-24 20:08:03
2271,User_133,1,Current,2,Comparison,2022-06-24 20:08:27
2294,User_150,3,Submission,2,Comparison,2022-06-24 20:08:43
2295,User_150,3,Submission,2,Comparison,2022-06-24 20:11:53
2297,User_150,3,Submission,1,Analysis,2022-06-24 20:13:35
2297,User_150,1,Current,2,Comparison,2022-06-24 20:13:35
2298,User_203,1,Current,1,Analysis,2022-06-24 20:15:31
2298,User_203,3,Submission,1,Analysis,2022-06-24 20:15:34
2297,User_150,3,Submission,2,Comparison,2022-06-24 20:16:26
2298,User_203,1,Current,2,Comparison,2022-06-24 20:18:24
2298,User_203,3,Submission,2,Comparison,2022-06-24 20:18:30
2301,User_203,1,Current,1,Analysis,2022-06-24 20:20:50
2301,User_203,3,Submission,1,Analysis,2022-06-24 20:20:53
2301,User_203,1,Current,2,Comparison,2022-06-24 20:20:53
2300,User_133,1,Current,1,Analysis,2022-06-24 20:21:49
2300,User_133,3,Submission,1,Analysis,2022-06-24 20:21:53
2300,User_133,1,Current,2,Comparison,2022-06-24 20:24:47
2300,User_133,3,Submission,2,Comparison,2022-06-24 20:24:51
2302,User_133,1,Current,1,Analysis,2022-06-24 20:26:35
2302,User_133,3,Submission,1,Analysis,2022-06-24 20:26:39
2301,User_203,3,Submission,2,Comparison,2022-06-24 20:26:49
2302,User_133,1,Current,2,Comparison,2022-06-24 20:28:41
2303,User_203,1,Current,1,Analysis,2022-06-24 20:28:57
2304,User_133,3,Submission,1,Analysis,2022-06-24 20:30:31
2302,User_133,3,Submission,2,Comparison,2022-06-24 20:28:45
2303,User_203,3,Submission,1,Analysis,2022-06-24 20:28:59
2299,User_150,3,Submission,1,Analysis,2022-06-24 20:29:53
2299,User_150,1,Current,2,Comparison,2022-06-24 20:29:53
2304,User_133,1,Current,1,Analysis,2022-06-24 20:30:27
2303,User_203,1,Current,2,Comparison,2022-06-24 20:31:45
2303,User_203,3,Submission,2,Comparison,2022-06-24 20:31:47
2299,User_150,3,Submission,2,Comparison,2022-06-24 20:34:21
2305,User_203,1,Current,1,Analysis,2022-06-24 20:34:42
2312,User_133,3,Submission,2,Comparison,2022-06-24 20:48:26
2447,User_145,1,Current,2,Comparison,2022-06-29 14:23:21
2305,User_203,3,Submission,1,Analysis,2022-06-24 20:34:45
2304,User_133,1,Current,2,Comparison,2022-06-24 20:34:50
2304,User_133,3,Submission,2,Comparison,2022-06-24 20:34:54
2306,User_133,1,Current,1,Analysis,2022-06-24 20:35:10
2306,User_133,3,Submission,1,Analysis,2022-06-24 20:35:13
2306,User_133,1,Current,2,Comparison,2022-06-24 20:37:10
2305,User_203,1,Current,2,Comparison,2022-06-24 20:37:20
2306,User_133,3,Submission,2,Comparison,2022-06-24 20:37:13
2305,User_203,3,Submission,2,Comparison,2022-06-24 20:37:22
2307,User_133,1,Current,1,Analysis,2022-06-24 20:38:42
2307,User_133,3,Submission,1,Analysis,2022-06-24 20:38:45
2308,User_203,1,Current,1,Analysis,2022-06-24 20:39:20
2308,User_203,3,Submission,1,Analysis,2022-06-24 20:39:23
2307,User_133,1,Current,2,Comparison,2022-06-24 20:39:29
2307,User_133,3,Submission,2,Comparison,2022-06-24 20:39:32
2309,User_133,1,Current,1,Analysis,2022-06-24 20:40:27
2308,User_203,1,Current,2,Comparison,2022-06-24 20:46:32
2309,User_133,3,Submission,1,Analysis,2022-06-24 20:40:30
2309,User_133,1,Current,2,Comparison,2022-06-24 20:42:27
2309,User_133,3,Submission,2,Comparison,2022-06-24 20:42:30
2310,User_133,1,Current,1,Analysis,2022-06-24 20:42:43
2310,User_133,3,Submission,1,Analysis,2022-06-24 20:42:46
2308,User_203,3,Submission,2,Comparison,2022-06-24 20:46:34
2310,User_133,1,Current,2,Comparison,2022-06-24 20:47:09
2310,User_133,3,Submission,2,Comparison,2022-06-24 20:47:12
2312,User_133,1,Current,1,Analysis,2022-06-24 20:48:11
2312,User_133,3,Submission,1,Analysis,2022-06-24 20:48:15
2312,User_133,1,Current,2,Comparison,2022-06-24 20:48:15
2313,User_133,1,Current,1,Analysis,2022-06-24 20:49:51
2313,User_133,3,Submission,1,Analysis,2022-06-24 20:49:54
2311,User_203,1,Current,1,Analysis,2022-06-24 20:50:52
2311,User_203,3,Submission,1,Analysis,2022-06-24 20:50:54
2313,User_133,1,Current,2,Comparison,2022-06-24 20:51:54
2313,User_133,3,Submission,2,Comparison,2022-06-24 20:51:57
2314,User_133,1,Current,1,Analysis,2022-06-24 20:53:32
2314,User_133,3,Submission,1,Analysis,2022-06-24 20:53:35
2314,User_133,1,Current,2,Comparison,2022-06-24 20:54:32
2314,User_133,3,Submission,2,Comparison,2022-06-24 20:54:35
2315,User_133,1,Current,2,Comparison,2022-06-24 20:56:19
2315,User_133,3,Submission,2,Comparison,2022-06-24 20:56:21
2311,User_203,1,Current,2,Comparison,2022-06-24 20:55:24
2311,User_203,3,Submission,2,Comparison,2022-06-24 20:55:27
2315,User_133,1,Current,1,Analysis,2022-06-24 20:55:44
2315,User_133,3,Submission,1,Analysis,2022-06-24 20:55:48
2316,User_203,1,Current,1,Analysis,2022-06-24 20:58:46
2316,User_203,3,Submission,1,Analysis,2022-06-24 20:58:50
2316,User_203,1,Current,2,Comparison,2022-06-24 21:05:07
2316,User_203,3,Submission,2,Comparison,2022-06-24 21:05:10
1378,User_150,3,Submission,2,Comparison,2022-06-24 21:09:30
2317,User_203,1,Current,1,Analysis,2022-06-24 21:09:39
2317,User_203,3,Submission,1,Analysis,2022-06-24 21:09:41
2317,User_203,1,Current,2,Comparison,2022-06-24 21:09:41
2317,User_203,3,Submission,2,Comparison,2022-06-24 21:15:05
2318,User_203,1,Current,1,Analysis,2022-06-24 21:17:10
2318,User_203,3,Submission,1,Analysis,2022-06-24 21:17:12
2318,User_203,1,Current,2,Comparison,2022-06-24 21:17:12
2318,User_203,3,Submission,2,Comparison,2022-06-24 21:20:52
2319,User_203,1,Current,1,Analysis,2022-06-24 21:22:18
2319,User_203,3,Submission,1,Analysis,2022-06-24 21:22:24
2319,User_203,1,Current,2,Comparison,2022-06-24 21:22:50
2319,User_203,3,Submission,2,Comparison,2022-06-24 21:22:52
2320,User_151,1,Current,1,Analysis,2022-06-24 22:07:15
2320,User_151,3,Submission,1,Analysis,2022-06-24 22:07:28
2321,User_151,3,Submission,2,Comparison,2022-06-24 22:27:35
2320,User_151,1,Current,2,Comparison,2022-06-24 22:07:28
2320,User_151,3,Submission,2,Comparison,2022-06-24 22:19:24
2321,User_151,1,Current,1,Analysis,2022-06-24 22:20:48
