"assignment","user","typeid","type","stepid","step","updatedon"
1663,User_131,3,Submission,2,Comparison,2022-06-10 17:33:22
1664,User_131,3,Submission,2,Comparison,2022-06-10 17:39:02
1665,User_131,3,Submission,2,Comparison,2022-06-10 17:39:57
1635,User_227,3,Submission,1,Analysis,2022-06-10 18:16:39
1668,User_230,1,Current,2,Comparison,2022-06-10 19:26:49
1635,User_227,1,Current,2,Comparison,2022-06-10 18:16:39
1669,User_241,1,Current,1,Analysis,2022-06-10 19:10:50
1669,User_241,3,Submission,1,Analysis,2022-06-10 19:11:00
1669,User_241,1,Current,2,Comparison,2022-06-10 19:11:00
1635,User_227,3,Submission,2,Comparison,2022-06-10 19:14:11
1634,User_227,1,Current,1,Analysis,2022-06-10 19:19:29
1634,User_227,3,Submission,1,Analysis,2022-06-10 19:19:46
1670,User_241,1,Current,1,Analysis,2022-06-10 19:22:14
1670,User_241,3,Submission,1,Analysis,2022-06-10 19:22:19
1670,User_241,1,Current,2,Comparison,2022-06-10 19:22:19
1634,User_227,1,Current,2,Comparison,2022-06-10 19:50:23
1671,User_241,1,Current,2,Comparison,2022-06-10 19:28:41
1672,User_241,1,Current,1,Analysis,2022-06-10 19:39:50
1672,User_241,3,Submission,1,Analysis,2022-06-10 19:39:55
1672,User_241,1,Current,2,Comparison,2022-06-10 19:39:55
1549,User_131,3,Submission,2,Comparison,2022-06-10 19:42:29
1634,User_227,3,Submission,2,Comparison,2022-06-10 19:50:32
1633,User_227,1,Current,1,Analysis,2022-06-10 19:59:43
1633,User_227,3,Submission,1,Analysis,2022-06-10 20:00:56
1633,User_227,1,Current,2,Comparison,2022-06-10 20:00:56
1638,User_227,1,Current,1,Analysis,2022-06-10 20:33:05
1638,User_227,3,Submission,1,Analysis,2022-06-10 20:33:11
1766,User_237,1,Current,2,Comparison,2022-06-13 17:40:09
1638,User_227,1,Current,2,Comparison,2022-06-10 21:00:54
1639,User_227,3,Submission,1,Analysis,2022-06-10 21:01:35
1639,User_227,1,Current,2,Comparison,2022-06-10 21:01:35
1673,User_128,3,Submission,1,Analysis,2022-06-10 21:07:02
1673,User_128,1,Current,2,Comparison,2022-06-10 21:07:02
1687,User_138,3,Submission,2,Comparison,2022-06-10 22:04:20
1755,User_237,1,Current,2,Comparison,2022-06-13 16:02:10
1673,User_128,3,Submission,2,Comparison,2022-06-10 21:11:09
1674,User_128,3,Submission,1,Analysis,2022-06-10 21:13:04
1674,User_128,1,Current,2,Comparison,2022-06-10 21:13:04
1674,User_128,3,Submission,2,Comparison,2022-06-10 21:17:21
1675,User_128,3,Submission,1,Analysis,2022-06-10 21:17:32
1675,User_128,1,Current,2,Comparison,2022-06-10 21:17:32
1675,User_128,3,Submission,2,Comparison,2022-06-10 21:23:36
1676,User_128,3,Submission,1,Analysis,2022-06-10 21:23:54
1676,User_128,1,Current,2,Comparison,2022-06-10 21:23:54
1676,User_128,3,Submission,2,Comparison,2022-06-10 21:26:30
1677,User_128,3,Submission,1,Analysis,2022-06-10 21:26:40
1677,User_128,1,Current,2,Comparison,2022-06-10 21:26:40
1677,User_128,3,Submission,2,Comparison,2022-06-10 21:29:20
1678,User_128,3,Submission,1,Analysis,2022-06-10 21:29:30
1678,User_128,1,Current,2,Comparison,2022-06-10 21:29:30
1678,User_128,3,Submission,2,Comparison,2022-06-10 21:31:12
1679,User_128,3,Submission,1,Analysis,2022-06-10 21:31:19
1679,User_128,1,Current,2,Comparison,2022-06-10 21:31:19
1679,User_128,3,Submission,2,Comparison,2022-06-10 21:36:25
1680,User_138,1,Current,1,Analysis,2022-06-10 21:38:14
1682,User_128,3,Submission,1,Analysis,2022-06-10 21:42:34
1682,User_128,1,Current,2,Comparison,2022-06-10 21:42:34
1681,User_308,1,Current,1,Analysis,2022-06-10 21:43:21
1681,User_308,3,Submission,1,Analysis,2022-06-10 21:43:23
1682,User_128,3,Submission,2,Comparison,2022-06-10 21:45:27
1683,User_128,3,Submission,1,Analysis,2022-06-10 21:45:35
1683,User_128,1,Current,2,Comparison,2022-06-10 21:45:35
1680,User_138,3,Submission,1,Analysis,2022-06-10 21:45:57
1680,User_138,1,Current,2,Comparison,2022-06-10 21:45:57
1683,User_128,3,Submission,2,Comparison,2022-06-10 21:47:15
1684,User_128,3,Submission,1,Analysis,2022-06-10 21:47:28
1684,User_128,1,Current,2,Comparison,2022-06-10 21:47:28
1681,User_308,1,Current,2,Comparison,2022-06-10 21:47:36
1681,User_308,3,Submission,2,Comparison,2022-06-10 21:47:39
1693,User_253,1,Current,2,Comparison,2022-06-11 00:21:01
1685,User_308,1,Current,1,Analysis,2022-06-10 21:49:41
1685,User_308,3,Submission,1,Analysis,2022-06-10 21:49:44
1680,User_138,3,Submission,2,Comparison,2022-06-10 21:51:06
1685,User_308,1,Current,2,Comparison,2022-06-10 21:53:28
1685,User_308,3,Submission,2,Comparison,2022-06-10 21:53:30
1684,User_128,3,Submission,2,Comparison,2022-06-10 21:53:59
1688,User_128,3,Submission,1,Analysis,2022-06-10 21:54:08
1688,User_128,1,Current,2,Comparison,2022-06-10 21:54:08
1687,User_138,3,Submission,1,Analysis,2022-06-10 21:55:04
1687,User_138,1,Current,2,Comparison,2022-06-10 21:55:04
1686,User_308,1,Current,1,Analysis,2022-06-10 21:56:02
1686,User_308,3,Submission,1,Analysis,2022-06-10 21:56:06
1688,User_128,3,Submission,2,Comparison,2022-06-10 22:00:40
1689,User_128,3,Submission,1,Analysis,2022-06-10 22:00:49
1689,User_128,1,Current,2,Comparison,2022-06-10 22:00:49
1689,User_128,3,Submission,2,Comparison,2022-06-10 22:03:43
1690,User_138,3,Submission,1,Analysis,2022-06-10 22:07:02
1690,User_138,1,Current,2,Comparison,2022-06-10 22:07:02
1690,User_138,3,Submission,2,Comparison,2022-06-10 22:09:48
1691,User_253,3,Submission,1,Analysis,2022-06-11 00:02:58
1691,User_253,1,Current,2,Comparison,2022-06-11 00:02:58
1697,User_253,1,Current,2,Comparison,2022-06-11 00:58:08
1691,User_253,3,Submission,2,Comparison,2022-06-11 00:07:33
1692,User_253,3,Submission,1,Analysis,2022-06-11 00:12:06
1692,User_253,1,Current,2,Comparison,2022-06-11 00:12:06
1692,User_253,3,Submission,2,Comparison,2022-06-11 00:18:31
1693,User_253,3,Submission,1,Analysis,2022-06-11 00:21:01
1693,User_253,3,Submission,2,Comparison,2022-06-11 00:25:24
1694,User_253,3,Submission,1,Analysis,2022-06-11 00:28:25
1694,User_253,1,Current,2,Comparison,2022-06-11 00:28:25
1694,User_253,3,Submission,2,Comparison,2022-06-11 00:30:33
1695,User_253,3,Submission,1,Analysis,2022-06-11 00:33:03
1695,User_253,1,Current,2,Comparison,2022-06-11 00:33:03
1695,User_253,3,Submission,2,Comparison,2022-06-11 00:48:28
1696,User_253,3,Submission,1,Analysis,2022-06-11 00:49:49
1696,User_253,1,Current,2,Comparison,2022-06-11 00:49:49
1696,User_253,3,Submission,2,Comparison,2022-06-11 00:55:18
1697,User_253,3,Submission,1,Analysis,2022-06-11 00:58:08
1697,User_253,3,Submission,2,Comparison,2022-06-11 01:01:21
1698,User_253,3,Submission,1,Analysis,2022-06-11 01:03:06
1698,User_253,1,Current,2,Comparison,2022-06-11 01:03:06
1698,User_253,3,Submission,2,Comparison,2022-06-11 01:05:38
1699,User_253,3,Submission,1,Analysis,2022-06-11 01:07:23
1699,User_253,1,Current,2,Comparison,2022-06-11 01:07:23
1699,User_253,3,Submission,2,Comparison,2022-06-11 01:12:26
1700,User_253,3,Submission,1,Analysis,2022-06-11 01:17:26
1700,User_253,1,Current,2,Comparison,2022-06-11 01:17:26
1700,User_253,3,Submission,2,Comparison,2022-06-11 01:32:07
1701,User_253,3,Submission,1,Analysis,2022-06-11 01:33:38
1701,User_253,1,Current,2,Comparison,2022-06-11 01:33:38
1702,User_253,3,Submission,1,Analysis,2022-06-11 01:50:06
1702,User_253,3,Submission,2,Comparison,2022-06-11 01:52:40
1703,User_253,3,Submission,1,Analysis,2022-06-11 01:55:13
1703,User_253,1,Current,2,Comparison,2022-06-11 01:55:13
1703,User_253,3,Submission,2,Comparison,2022-06-11 02:00:05
1701,User_253,3,Submission,2,Comparison,2022-06-11 02:08:20
1706,User_137,1,Current,1,Analysis,2022-06-11 13:28:17
1706,User_137,3,Submission,1,Analysis,2022-06-11 13:28:24
1710,User_325,1,Current,2,Comparison,2022-06-11 14:01:49
1758,User_237,3,Submission,1,Analysis,2022-06-13 16:07:47
1768,User_314,3,Submission,1,Analysis,2022-06-13 17:50:32
1706,User_137,1,Current,2,Comparison,2022-06-11 13:34:01
1707,User_137,1,Current,1,Analysis,2022-06-11 13:35:31
1707,User_137,3,Submission,1,Analysis,2022-06-11 13:35:38
1705,User_325,1,Current,1,Analysis,2022-06-11 13:36:52
1711,User_325,1,Current,2,Comparison,2022-06-11 14:18:44
1705,User_325,3,Submission,1,Analysis,2022-06-11 13:39:45
1705,User_325,1,Current,2,Comparison,2022-06-11 13:39:45
1707,User_137,1,Current,2,Comparison,2022-06-11 13:39:50
1708,User_137,1,Current,1,Analysis,2022-06-11 13:42:08
1792,User_348,3,Submission,1,Analysis,2022-06-13 19:21:23
1708,User_137,3,Submission,1,Analysis,2022-06-11 13:42:16
1708,User_137,1,Current,2,Comparison,2022-06-11 13:46:54
1705,User_325,3,Submission,2,Comparison,2022-06-11 13:52:58
1710,User_325,3,Submission,1,Analysis,2022-06-11 14:01:49
1710,User_325,3,Submission,2,Comparison,2022-06-11 14:09:47
1711,User_325,3,Submission,1,Analysis,2022-06-11 14:16:06
1790,User_224,1,Current,2,Comparison,2022-06-13 19:44:25
1711,User_325,3,Submission,2,Comparison,2022-06-11 14:26:41
1712,User_325,3,Submission,1,Analysis,2022-06-11 14:32:13
1712,User_325,1,Current,2,Comparison,2022-06-11 14:32:13
1712,User_325,3,Submission,2,Comparison,2022-06-11 14:39:14
1764,User_110,3,Submission,1,Analysis,2022-06-13 16:54:42
1126,User_204,3,Submission,2,Comparison,2022-06-12 10:24:08
1713,User_325,3,Submission,1,Analysis,2022-06-12 10:43:18
1713,User_325,1,Current,2,Comparison,2022-06-12 10:43:18
1127,User_204,3,Submission,2,Comparison,2022-06-12 10:49:19
1790,User_224,3,Submission,2,Comparison,2022-06-13 19:44:28
1713,User_325,3,Submission,2,Comparison,2022-06-12 10:53:52
1128,User_204,3,Submission,2,Comparison,2022-06-12 10:57:28
1714,User_325,3,Submission,1,Analysis,2022-06-12 10:58:47
1714,User_325,1,Current,2,Comparison,2022-06-12 10:58:47
1143,User_204,3,Submission,2,Comparison,2022-06-12 10:58:57
1717,User_325,3,Submission,2,Comparison,2022-06-12 11:50:12
1144,User_204,3,Submission,2,Comparison,2022-06-12 11:08:42
1714,User_325,3,Submission,2,Comparison,2022-06-12 11:09:26
1145,User_204,3,Submission,2,Comparison,2022-06-12 11:11:33
1146,User_204,3,Submission,2,Comparison,2022-06-12 11:11:54
1715,User_325,3,Submission,1,Analysis,2022-06-12 11:15:13
1803,User_224,3,Submission,1,Analysis,2022-06-13 19:45:08
1715,User_325,1,Current,2,Comparison,2022-06-12 11:15:13
1147,User_204,3,Submission,2,Comparison,2022-06-12 11:18:16
1148,User_204,3,Submission,2,Comparison,2022-06-12 11:18:53
1149,User_204,3,Submission,2,Comparison,2022-06-12 11:19:42
1164,User_204,3,Submission,2,Comparison,2022-06-12 11:19:59
1801,User_102,1,Current,2,Comparison,2022-06-13 19:45:15
1715,User_325,3,Submission,2,Comparison,2022-06-12 11:24:19
1716,User_325,3,Submission,1,Analysis,2022-06-12 11:30:36
1716,User_325,1,Current,2,Comparison,2022-06-12 11:30:36
1716,User_325,3,Submission,2,Comparison,2022-06-12 11:40:15
1717,User_325,3,Submission,1,Analysis,2022-06-12 11:44:04
1717,User_325,1,Current,2,Comparison,2022-06-12 11:44:04
1796,User_209,3,Submission,2,Comparison,2022-06-13 19:46:19
1718,User_325,3,Submission,1,Analysis,2022-06-12 11:54:28
1718,User_325,1,Current,2,Comparison,2022-06-12 11:54:28
1718,User_325,3,Submission,2,Comparison,2022-06-12 12:02:37
1719,User_325,3,Submission,1,Analysis,2022-06-12 12:10:24
1719,User_325,1,Current,2,Comparison,2022-06-12 12:10:24
1720,User_303,1,Current,1,Analysis,2022-06-12 12:13:56
1804,User_209,3,Submission,1,Analysis,2022-06-13 19:46:26
1804,User_209,1,Current,2,Comparison,2022-06-13 19:46:26
1720,User_303,3,Submission,1,Analysis,2022-06-12 12:16:56
1720,User_303,1,Current,2,Comparison,2022-06-12 12:20:05
1719,User_325,3,Submission,2,Comparison,2022-06-12 12:24:52
1721,User_325,3,Submission,1,Analysis,2022-06-12 12:27:59
1721,User_325,1,Current,2,Comparison,2022-06-12 12:27:59
1226,User_215,1,Current,2,Comparison,2022-06-13 11:21:37
1721,User_325,3,Submission,2,Comparison,2022-06-12 12:40:31
1722,User_325,3,Submission,1,Analysis,2022-06-13 09:11:41
1722,User_325,1,Current,2,Comparison,2022-06-13 09:11:41
1722,User_325,3,Submission,2,Comparison,2022-06-13 09:16:52
1276,User_229,3,Submission,2,Comparison,2022-06-13 12:25:45
1217,User_215,3,Submission,2,Comparison,2022-06-13 10:53:36
1218,User_215,3,Submission,2,Comparison,2022-06-13 10:57:23
1220,User_215,3,Submission,2,Comparison,2022-06-13 10:58:51
1221,User_215,1,Current,2,Comparison,2022-06-13 11:00:55
1221,User_215,3,Submission,2,Comparison,2022-06-13 11:01:03
1222,User_215,1,Current,2,Comparison,2022-06-13 11:03:24
1222,User_215,3,Submission,2,Comparison,2022-06-13 11:03:45
1223,User_215,3,Submission,2,Comparison,2022-06-13 11:05:43
1224,User_215,1,Current,2,Comparison,2022-06-13 11:09:57
1224,User_215,3,Submission,2,Comparison,2022-06-13 11:10:00
1226,User_215,3,Submission,2,Comparison,2022-06-13 11:21:47
1227,User_215,1,Current,2,Comparison,2022-06-13 11:25:11
1227,User_215,3,Submission,2,Comparison,2022-06-13 11:25:49
1723,User_215,1,Current,1,Analysis,2022-06-13 11:26:13
1723,User_215,3,Submission,1,Analysis,2022-06-13 11:26:19
1723,User_215,1,Current,2,Comparison,2022-06-13 11:28:18
1723,User_215,3,Submission,2,Comparison,2022-06-13 11:28:25
1724,User_304,3,Submission,1,Analysis,2022-06-13 12:35:14
1724,User_304,1,Current,2,Comparison,2022-06-13 12:35:14
1724,User_304,3,Submission,2,Comparison,2022-06-13 12:39:18
1725,User_304,3,Submission,1,Analysis,2022-06-13 12:41:33
1725,User_304,1,Current,2,Comparison,2022-06-13 12:41:33
1728,User_304,1,Current,2,Comparison,2022-06-13 12:58:00
1725,User_304,3,Submission,2,Comparison,2022-06-13 12:43:51
1726,User_304,3,Submission,1,Analysis,2022-06-13 12:46:37
1726,User_304,1,Current,2,Comparison,2022-06-13 12:46:37
1726,User_304,3,Submission,2,Comparison,2022-06-13 12:50:41
1727,User_304,3,Submission,1,Analysis,2022-06-13 12:54:14
1727,User_304,1,Current,2,Comparison,2022-06-13 12:54:14
1727,User_304,3,Submission,2,Comparison,2022-06-13 12:56:54
1728,User_304,3,Submission,1,Analysis,2022-06-13 12:58:00
1728,User_304,3,Submission,2,Comparison,2022-06-13 13:00:24
1729,User_304,3,Submission,1,Analysis,2022-06-13 13:01:22
1729,User_304,1,Current,2,Comparison,2022-06-13 13:20:43
1730,User_304,3,Submission,1,Analysis,2022-06-13 13:21:54
1732,User_304,3,Submission,1,Analysis,2022-06-13 13:33:05
1732,User_304,1,Current,2,Comparison,2022-06-13 13:35:44
1735,User_304,3,Submission,1,Analysis,2022-06-13 13:49:29
1730,User_304,1,Current,2,Comparison,2022-06-13 13:26:18
1731,User_304,3,Submission,1,Analysis,2022-06-13 13:28:30
1731,User_304,1,Current,2,Comparison,2022-06-13 13:28:30
1731,User_304,3,Submission,2,Comparison,2022-06-13 13:31:37
1733,User_304,3,Submission,1,Analysis,2022-06-13 13:36:52
1733,User_304,1,Current,2,Comparison,2022-06-13 13:36:52
1733,User_304,3,Submission,2,Comparison,2022-06-13 13:40:27
1734,User_304,3,Submission,1,Analysis,2022-06-13 13:41:45
1734,User_304,1,Current,2,Comparison,2022-06-13 13:45:55
1734,User_304,3,Submission,2,Comparison,2022-06-13 13:45:58
1739,User_237,1,Current,2,Comparison,2022-06-13 14:52:12
1741,User_110,3,Submission,1,Analysis,2022-06-13 14:52:15
1735,User_304,1,Current,2,Comparison,2022-06-13 13:54:01
1735,User_304,3,Submission,2,Comparison,2022-06-13 13:54:32
1736,User_304,3,Submission,1,Analysis,2022-06-13 13:55:32
1736,User_304,1,Current,2,Comparison,2022-06-13 14:01:19
1729,User_304,3,Submission,2,Comparison,2022-06-13 14:05:28
1739,User_237,3,Submission,1,Analysis,2022-06-13 14:45:25
1730,User_304,3,Submission,2,Comparison,2022-06-13 14:11:03
1732,User_304,3,Submission,2,Comparison,2022-06-13 14:24:23
1736,User_304,3,Submission,2,Comparison,2022-06-13 14:25:26
1737,User_110,1,Current,1,Analysis,2022-06-13 14:30:11
1737,User_110,3,Submission,1,Analysis,2022-06-13 14:31:30
1737,User_110,1,Current,2,Comparison,2022-06-13 14:31:30
1764,User_110,1,Current,2,Comparison,2022-06-13 16:54:42
1737,User_110,3,Submission,2,Comparison,2022-06-13 14:37:03
1738,User_110,3,Submission,1,Analysis,2022-06-13 14:38:06
1738,User_110,1,Current,2,Comparison,2022-06-13 14:38:06
1738,User_110,3,Submission,2,Comparison,2022-06-13 14:39:39
1740,User_110,3,Submission,1,Analysis,2022-06-13 14:40:26
1740,User_110,1,Current,2,Comparison,2022-06-13 14:40:26
1740,User_110,3,Submission,2,Comparison,2022-06-13 14:50:22
1741,User_110,1,Current,2,Comparison,2022-06-13 14:52:15
1742,User_237,3,Submission,1,Analysis,2022-06-13 14:59:32
1742,User_237,1,Current,2,Comparison,2022-06-13 14:59:32
1741,User_110,3,Submission,2,Comparison,2022-06-13 15:15:02
1743,User_110,3,Submission,1,Analysis,2022-06-13 15:17:00
1743,User_110,1,Current,2,Comparison,2022-06-13 15:17:00
1743,User_110,3,Submission,2,Comparison,2022-06-13 15:20:09
1774,User_209,3,Submission,1,Analysis,2022-06-13 18:24:04
1742,User_237,3,Submission,2,Comparison,2022-06-13 15:23:35
1744,User_237,3,Submission,1,Analysis,2022-06-13 15:26:13
1744,User_237,1,Current,2,Comparison,2022-06-13 15:26:13
1745,User_110,3,Submission,1,Analysis,2022-06-13 15:30:25
1745,User_110,1,Current,2,Comparison,2022-06-13 15:30:25
1745,User_110,3,Submission,2,Comparison,2022-06-13 15:37:58
1774,User_209,1,Current,2,Comparison,2022-06-13 18:24:04
1215,User_142,3,Submission,2,Comparison,2022-06-13 15:38:24
1746,User_142,3,Submission,1,Analysis,2022-06-13 15:39:50
1746,User_142,1,Current,2,Comparison,2022-06-13 15:39:50
1744,User_237,3,Submission,2,Comparison,2022-06-13 15:40:42
1747,User_237,3,Submission,1,Analysis,2022-06-13 15:44:43
1820,User_142,3,Submission,1,Analysis,2022-06-13 20:22:54
1747,User_237,1,Current,2,Comparison,2022-06-13 15:44:43
1746,User_142,3,Submission,2,Comparison,2022-06-13 15:44:47
1748,User_110,3,Submission,1,Analysis,2022-06-13 15:45:07
1748,User_110,1,Current,2,Comparison,2022-06-13 15:45:07
1747,User_237,3,Submission,2,Comparison,2022-06-13 15:46:45
1749,User_142,3,Submission,1,Analysis,2022-06-13 15:47:21
1755,User_237,3,Submission,1,Analysis,2022-06-13 16:02:10
1748,User_110,3,Submission,2,Comparison,2022-06-13 15:48:45
1749,User_142,1,Current,2,Comparison,2022-06-13 15:50:13
1751,User_110,3,Submission,1,Analysis,2022-06-13 15:50:19
1751,User_110,1,Current,2,Comparison,2022-06-13 15:50:19
1750,User_237,3,Submission,1,Analysis,2022-06-13 15:50:34
1750,User_237,1,Current,2,Comparison,2022-06-13 15:50:34
1752,User_142,3,Submission,1,Analysis,2022-06-13 15:53:04
1828,User_248,3,Submission,1,Analysis,2022-06-13 20:52:42
1752,User_142,1,Current,2,Comparison,2022-06-13 15:53:04
1751,User_110,3,Submission,2,Comparison,2022-06-13 15:53:16
1753,User_110,3,Submission,1,Analysis,2022-06-13 15:54:21
1753,User_110,1,Current,2,Comparison,2022-06-13 15:54:21
1752,User_142,3,Submission,2,Comparison,2022-06-13 15:55:46
1754,User_142,3,Submission,1,Analysis,2022-06-13 15:57:27
1754,User_142,1,Current,2,Comparison,2022-06-13 15:57:27
1750,User_237,3,Submission,2,Comparison,2022-06-13 15:58:22
1753,User_110,3,Submission,2,Comparison,2022-06-13 16:01:49
1756,User_110,3,Submission,1,Analysis,2022-06-13 16:02:56
1756,User_110,1,Current,2,Comparison,2022-06-13 16:02:56
1754,User_142,3,Submission,2,Comparison,2022-06-13 16:03:11
1757,User_142,3,Submission,1,Analysis,2022-06-13 16:05:49
1757,User_142,1,Current,2,Comparison,2022-06-13 16:05:49
1755,User_237,3,Submission,2,Comparison,2022-06-13 16:05:59
1756,User_110,3,Submission,2,Comparison,2022-06-13 16:06:53
1758,User_237,1,Current,2,Comparison,2022-06-13 16:07:47
1757,User_142,3,Submission,2,Comparison,2022-06-13 16:08:37
1759,User_110,3,Submission,1,Analysis,2022-06-13 16:15:13
1759,User_110,1,Current,2,Comparison,2022-06-13 16:15:13
1758,User_237,3,Submission,2,Comparison,2022-06-13 16:16:24
1760,User_237,3,Submission,1,Analysis,2022-06-13 16:19:01
1760,User_237,1,Current,2,Comparison,2022-06-13 16:19:01
1760,User_237,3,Submission,2,Comparison,2022-06-13 16:32:24
1759,User_110,3,Submission,2,Comparison,2022-06-13 16:33:29
1766,User_237,3,Submission,1,Analysis,2022-06-13 17:40:09
1761,User_237,3,Submission,1,Analysis,2022-06-13 16:37:29
1761,User_237,1,Current,2,Comparison,2022-06-13 16:37:29
1762,User_110,3,Submission,1,Analysis,2022-06-13 16:38:17
1762,User_110,1,Current,2,Comparison,2022-06-13 16:38:17
1761,User_237,3,Submission,2,Comparison,2022-06-13 16:53:10
1762,User_110,3,Submission,2,Comparison,2022-06-13 16:53:19
1763,User_237,3,Submission,1,Analysis,2022-06-13 16:59:57
1763,User_237,1,Current,2,Comparison,2022-06-13 16:59:57
1763,User_237,3,Submission,2,Comparison,2022-06-13 17:22:34
1739,User_237,3,Submission,2,Comparison,2022-06-13 17:25:46
1765,User_237,3,Submission,1,Analysis,2022-06-13 17:33:57
1765,User_237,1,Current,2,Comparison,2022-06-13 17:33:57
1765,User_237,3,Submission,2,Comparison,2022-06-13 17:37:17
1767,User_209,3,Submission,1,Analysis,2022-06-13 17:45:41
1767,User_209,1,Current,2,Comparison,2022-06-13 17:45:41
1766,User_237,3,Submission,2,Comparison,2022-06-13 17:53:25
1768,User_314,1,Current,2,Comparison,2022-06-13 17:54:29
1770,User_237,3,Submission,1,Analysis,2022-06-13 17:55:35
1770,User_237,1,Current,2,Comparison,2022-06-13 17:55:35
1770,User_237,3,Submission,2,Comparison,2022-06-13 17:59:38
1771,User_142,3,Submission,1,Analysis,2022-06-13 18:09:07
1771,User_142,1,Current,2,Comparison,2022-06-13 18:09:07
1769,User_255,1,Current,1,Analysis,2022-06-13 18:14:50
1769,User_255,3,Submission,1,Analysis,2022-06-13 18:16:42
1769,User_255,1,Current,2,Comparison,2022-06-13 18:16:42
1771,User_142,3,Submission,2,Comparison,2022-06-13 18:17:09
1772,User_142,3,Submission,1,Analysis,2022-06-13 18:18:39
1828,User_248,1,Current,2,Comparison,2022-06-13 20:52:42
1772,User_142,1,Current,2,Comparison,2022-06-13 18:18:39
1773,User_255,1,Current,1,Analysis,2022-06-13 18:21:08
1773,User_255,3,Submission,1,Analysis,2022-06-13 18:21:10
1768,User_314,3,Submission,2,Comparison,2022-06-13 18:22:03
1767,User_209,3,Submission,2,Comparison,2022-06-13 18:23:21
1773,User_255,1,Current,2,Comparison,2022-06-13 18:30:45
1774,User_209,3,Submission,2,Comparison,2022-06-13 18:27:06
1775,User_209,3,Submission,1,Analysis,2022-06-13 18:27:15
1775,User_209,1,Current,2,Comparison,2022-06-13 18:27:15
1775,User_209,3,Submission,2,Comparison,2022-06-13 18:28:05
1772,User_142,3,Submission,2,Comparison,2022-06-13 18:30:05
891,User_209,3,Submission,2,Comparison,2022-06-13 18:30:12
1773,User_255,3,Submission,2,Comparison,2022-06-13 18:31:38
896,User_209,3,Submission,2,Comparison,2022-06-13 18:32:28
1778,User_209,3,Submission,1,Analysis,2022-06-13 18:32:56
1778,User_209,1,Current,2,Comparison,2022-06-13 18:32:56
1787,User_348,1,Current,2,Comparison,2022-06-13 19:19:08
1777,User_255,3,Submission,1,Analysis,2022-06-13 18:33:04
1776,User_142,3,Submission,1,Analysis,2022-06-13 18:34:29
1776,User_142,1,Current,2,Comparison,2022-06-13 18:40:34
1777,User_255,1,Current,2,Comparison,2022-06-13 18:44:43
1787,User_348,3,Submission,1,Analysis,2022-06-13 19:14:42
1779,User_224,1,Current,1,Analysis,2022-06-13 18:42:46
1779,User_224,3,Submission,1,Analysis,2022-06-13 18:42:53
1780,User_255,1,Current,1,Analysis,2022-06-13 18:46:35
1779,User_224,1,Current,2,Comparison,2022-06-13 18:46:43
1792,User_348,1,Current,1,Analysis,2022-06-13 19:21:19
1780,User_255,3,Submission,1,Analysis,2022-06-13 18:46:42
1779,User_224,3,Submission,2,Comparison,2022-06-13 18:47:17
1781,User_224,1,Current,1,Analysis,2022-06-13 18:47:37
1781,User_224,3,Submission,1,Analysis,2022-06-13 18:47:41
1780,User_255,1,Current,2,Comparison,2022-06-13 18:50:28
1790,User_224,1,Current,1,Analysis,2022-06-13 19:14:58
1778,User_209,3,Submission,2,Comparison,2022-06-13 18:51:38
1782,User_209,3,Submission,1,Analysis,2022-06-13 18:51:45
1782,User_209,1,Current,2,Comparison,2022-06-13 18:51:45
1782,User_209,3,Submission,2,Comparison,2022-06-13 18:54:44
1783,User_209,3,Submission,1,Analysis,2022-06-13 18:54:52
1783,User_209,1,Current,2,Comparison,2022-06-13 18:54:52
1780,User_255,3,Submission,2,Comparison,2022-06-13 18:58:10
1784,User_255,3,Submission,1,Analysis,2022-06-13 18:59:07
1784,User_255,1,Current,2,Comparison,2022-06-13 18:59:07
1784,User_255,3,Submission,2,Comparison,2022-06-13 19:04:30
1785,User_255,3,Submission,1,Analysis,2022-06-13 19:04:44
1785,User_255,1,Current,2,Comparison,2022-06-13 19:04:44
1764,User_110,3,Submission,2,Comparison,2022-06-13 19:05:33
1781,User_224,1,Current,2,Comparison,2022-06-13 19:05:46
1781,User_224,3,Submission,2,Comparison,2022-06-13 19:05:52
1785,User_255,3,Submission,2,Comparison,2022-06-13 19:07:10
1788,User_255,3,Submission,1,Analysis,2022-06-13 19:07:21
1788,User_255,1,Current,2,Comparison,2022-06-13 19:07:21
1786,User_224,1,Current,1,Analysis,2022-06-13 19:07:25
1786,User_224,3,Submission,1,Analysis,2022-06-13 19:07:29
1789,User_255,3,Submission,1,Analysis,2022-06-13 19:08:25
1789,User_255,1,Current,2,Comparison,2022-06-13 19:08:25
1787,User_348,1,Current,1,Analysis,2022-06-13 19:11:45
1786,User_224,1,Current,2,Comparison,2022-06-13 19:14:26
1786,User_224,3,Submission,2,Comparison,2022-06-13 19:14:30
1789,User_255,3,Submission,2,Comparison,2022-06-13 19:15:32
1791,User_255,3,Submission,2,Comparison,2022-06-13 19:22:06
1793,User_255,3,Submission,1,Analysis,2022-06-13 19:22:20
1792,User_348,1,Current,2,Comparison,2022-06-13 19:24:55
1783,User_209,3,Submission,2,Comparison,2022-06-13 19:25:14
1793,User_255,1,Current,2,Comparison,2022-06-13 19:25:57
1797,User_255,3,Submission,1,Analysis,2022-06-13 19:26:17
1797,User_255,1,Current,2,Comparison,2022-06-13 19:26:17
